code postal;code INSEE;nom commune (Poste);nom commune (ACOSS); AOT;taux;SMT;taux additionnel
07690;07342;VILLEVOCANCE                          ;;;;;
07110;07343;VINEZAC                               ;;;;;
07340;07344;VINZIEUX                              ;;;;;
07610;07345;VION                                  ;;;;;
07220;07346;VIVIERS                               ;;;;;
07690;07347;VOCANCE                               ;;;;;
07200;07348;VOGUE                                 ;;;;;
07800;07349;LA VOULTE SUR RHONE                   ;;;;;
08300;08001;ACY ROMANCE                           ;;;;;
08090;08003;AIGLEMONT                             ;AIGLEMONT;CA CHARLEVILLE;0,6;;
08190;08004;AIRE                                  ;;;;;
08310;08005;ALINCOURT                             ;;;;;
08130;08006;ALLAND HUY ET SAUSSEUIL               ;;;;;
08400;08007;LES ALLEUX                            ;;;;;
08300;08008;AMAGNE                                ;;;;;
08210;08009;AMBLIMONT                             ;;;;;
08130;08010;AMBLY FLEURY                          ;;;;;
08500;08011;ANCHAMPS                              ;;;;;
08450;08013;ANGECOURT                             ;;;;;
08310;08014;ANNELLES                              ;;;;;
08260;08015;ANTHENY                               ;;;;;
08290;08016;AOUSTE                                ;;;;;
08250;08017;APREMONT                              ;;;;;
08400;08018;ARDEUIL ET MONTFAUXELLES              ;;;;;
08390;08019;LES GRANDES ARMOISES                  ;;;;;
08390;08020;LES PETITES ARMOISES                  ;;;;;
08300;08021;ARNICOURT                             ;;;;;
08090;08022;ARREUX                                ;ARREUX;CA CHARLEVILLE;0,6;;
08390;08023;ARTAISE LE VIVIER                     ;;;;;
08190;08024;ASFELD                                ;;;;;
08130;08025;ATTIGNY                               ;;;;;
08150;08026;AUBIGNY LES POTHEES                   ;;;;;
08270;08027;AUBONCOURT VAUZELLES                  ;;;;;
08320;08028;AUBRIVES                              ;;;;;
08370;08029;AUFLANCE                              ;;;;;
08380;08030;AUGE                                  ;;;;;
08400;08031;AURE                                  ;;;;;
08310;08032;AUSSONCE                              ;;;;;
08240;08033;AUTHE                                 ;;;;;
08210;08034;AUTRECOURT ET POURRON                 ;;;;;
08240;08035;AUTRUCHE                              ;;;;;
08250;08036;AUTRY                                 ;;;;;
08260;08037;AUVILLERS LES FORGES                  ;;;;;
08300;08038;AVANCON                               ;;;;;
08190;08039;AVAUX                                 ;;;;;
08000;08040;LES AYVELLES                          ;LES AYVELLES;CA CHARLEVILLE;0,6;;
08430;08041;BAALONS                               ;;;;;
08160;08042;BALAIVES ET BUTZ                      ;BALAIVES ET BUTZ;CA CHARLEVILLE;0,6;;
08200;08043;BALAN                                 ;BALAN;CA CHARLEVILLE;0,6;;
08190;08044;BALHAM                                ;;;;;
08400;08045;BALLAY                                ;;;;;
08220;08046;BANOGNE RECOUVRANCE                   ;;;;;
08430;08047;BARBAISE                              ;;;;;
08300;08048;BARBY                                 ;;;;;
08240;08049;BAR LES BUZANCY                       ;;;;;
08240;08052;BAYONVILLE                            ;;;;;
08140;08053;BAZEILLES                             ;BAZEILLES;CA CHARLEVILLE;0,6;;
08210;08055;BEAUMONT EN ARGONNE                   ;;;;;
08250;08056;BEFFU ET LE MORTHOMME                 ;;;;;
08240;08057;BELLEVILLE ET CHATILLON SUR BAR       ;;;;;
08090;08058;BELVAL                                ;BELVAL;CA CHARLEVILLE;0,6;;
08240;08059;BELVAL BOIS DES DAMES                 ;;;;;
08300;08060;BERGNICOURT                           ;;;;;
08240;08061;LA BERLIERE                           ;;;;;
08300;08062;BERTONCOURT                           ;;;;;
08450;08063;LA BESACE                             ;;;;;
08300;08064;BIERMES                               ;;;;;
08370;08065;BIEVRES                               ;;;;;
08310;08066;BIGNICOURT                            ;;;;;
08110;08067;BLAGNY                                ;;;;;
08290;08069;BLANCHEFOSSE ET BAY                   ;;;;;
08190;08070;BLANZY LA SALONNAISE                  ;;;;;
08260;08071;BLOMBAY                               ;;;;;
08350;08072;BOSSEVAL ET BRIANCOURT                ;BOSSEVAL ET BRIANCOURT;CA CHARLEVILLE;0,6;;
08290;08073;BOSSUS LES RUMIGNY                    ;;;;;
08250;08074;BOUCONVILLE                           ;;;;;
08240;08075;BOULT AUX BOIS                        ;;;;;
08410;08076;BOULZICOURT                           ;;;;;
08400;08077;BOURCQ                                ;;;;;
08230;08078;BOURG FIDELE                          ;;;;;
08160;08079;BOUTANCOURT                           ;BOUTANCOURT;CA CHARLEVILLE;0,6;;
08430;08080;BOUVELLEMONT                          ;;;;;
08120;08081;BOGNY SUR MEUSE                       ;;;;;
08400;08082;BRECY BRIERES                         ;;;;;
08140;08083;BREVILLY                              ;;;;;
08190;08084;BRIENNE SUR AISNE                     ;;;;;
08240;08085;BRIEULLES SUR BAR                     ;;;;;
08240;08086;BRIQUENAY                             ;;;;;
08380;08087;BROGNON                               ;;;;;
08450;08088;BULSON                                ;;;;;
08240;08089;BUZANCY                               ;;;;;
08110;08090;CARIGNAN                              ;;;;;
08310;08092;CAUROY                                ;;;;;
08260;08094;CERNION                               ;;;;;
08430;08095;CHAGNY                                ;;;;;
08160;08096;CHALANDRY ELAIRE                      ;CHALANDRY ELAIRE;CA CHARLEVILLE;0,6;;
08400;08097;CHALLERANGE                           ;;;;;
08250;08098;CHAMPIGNEULLE                         ;;;;;
08430;08099;CHAMPIGNEUL SUR VENCE                 ;;;;;
08260;08100;CHAMPLIN                              ;;;;;
08200;08101;LA CHAPELLE                           ;LA CHAPELLE;CA CHARLEVILLE;0,6;;
08220;08102;CHAPPES                               ;;;;;
08130;08103;CHARBOGNE                             ;;;;;
08400;08104;CHARDENY                              ;;;;;
08000;08105;CHARLEVILLE MEZIERES                  ;CHARLEVILLE MEZIERES;CA CHARLEVILLE;0,6;;
08600;08106;CHARNOIS                              ;;;;;
08360;08107;CHATEAU PORCIEN                       ;;;;;
08250;08109;CHATEL CHEHERY                        ;;;;;
08150;08110;LE CHATELET SUR SORMONNE              ;;;;;
08300;08111;LE CHATELET SUR RETOURNE              ;;;;;
08220;08113;CHAUMONT PORCIEN                      ;;;;;
08350;08114;CHEHERY                               ;CHEHERY;CA CHARLEVILLE;0,6;;
08450;08115;CHEMERY SUR BAR                       ;;;;;
08390;08116;LE CHESNE                             ;;;;;
08270;08117;CHESNOIS AUBONCOURT                   ;;;;;
08350;08119;CHEVEUGES                             ;CHEVEUGES;CA CHARLEVILLE;0,6;;
08250;08120;CHEVIERES                             ;;;;;
08260;08121;CHILLY                                ;;;;;
08600;08122;CHOOZ                                 ;;;;;
08130;08123;CHUFFILLY ROCHE                       ;;;;;
08460;08124;CLAVY WARBY                           ;;;;;
08090;08125;CLIRON                                ;CLIRON;CA CHARLEVILLE;0,6;;
08360;08126;CONDE LES HERPY                       ;;;;;
08250;08128;CONDE LES AUTRY                       ;;;;;
08400;08130;CONTREUVE                             ;;;;;
08250;08131;CORNAY                                ;;;;;
08270;08132;CORNY MACHEROMENIL                    ;;;;;
08300;08133;COUCY                                 ;;;;;
08130;08134;COULOMMES ET MARQUENY                 ;;;;;
08400;08135;LA CROIX AUX BOIS                     ;;;;;
08140;08136;DAIGNY                                ;DAIGNY;CA CHARLEVILLE;0,6;;
08090;08137;DAMOUZY                               ;DAMOUZY;CA CHARLEVILLE;0,6;;
08110;08138;LES DEUX VILLES                       ;;;;;
08800;08139;DEVILLE                               ;;;;;
08160;08140;DOM LE MESNIL                         ;DOM LE MESNIL;CA CHARLEVILLE;0,6;;
08460;08141;DOMMERY                               ;;;;;
08350;08142;DONCHERY                              ;DONCHERY;CA CHARLEVILLE;0,6;;
08220;08143;DOUMELY BEGNY                         ;;;;;
08300;08144;DOUX                                  ;;;;;
08140;08145;DOUZY                                 ;;;;;
08220;08146;DRAIZE                                ;;;;;
08310;08147;DRICOURT                              ;;;;;
08300;08148;L ECAILLE                             ;;;;;
08150;08149;L ECHELLE                             ;;;;;
08300;08150;ECLY                                  ;;;;;
08130;08151;ECORDAL                               ;;;;;
08160;08152;ELAN                                  ;ELAN;CA CHARLEVILLE;0,6;;
08110;08153;ESCOMBRES ET LE CHESNOIS              ;;;;;
08260;08154;ESTREBAY                              ;;;;;
08260;08155;ETALLE                                ;;;;;
08260;08156;ETEIGNIERES                           ;;;;;
08160;08158;ETREPIGNY                             ;ETREPIGNY;CA CHARLEVILLE;0,6;;
08210;08159;EUILLY ET LOMBUT                      ;;;;;
08090;08160;EVIGNY                                ;;;;;
08250;08161;EXERMONT                              ;;;;;
08090;08162;FAGNON                                ;FAGNON;CA CHARLEVILLE;0,6;;
08270;08163;FAISSAULT                             ;;;;;
08400;08164;FALAISE                               ;;;;;
08270;08165;FAUX                                  ;;;;;
08170;08166;FEPIN                                 ;;;;;
08290;08167;LA FEREE                              ;;;;;
08370;08168;LA FERTE SUR CHIERS                   ;;;;;
08260;08169;FLAIGNES HAVYS                        ;;;;;
08200;08170;FLEIGNEUX                             ;FLEIGNEUX;CA CHARLEVILLE;0,6;;
08250;08171;FLEVILLE                              ;;;;;
08380;08172;FLIGNY                                ;;;;;
08160;08173;FLIZE                                 ;FLIZE;CA CHARLEVILLE;0,6;;
08200;08174;FLOING                                ;FLOING;CA CHARLEVILLE;0,6;;
08600;08175;FOISCHES                              ;;;;;
08240;08176;FOSSE                                 ;;;;;
08220;08178;FRAILLICOURT                          ;;;;;
08140;08179;FRANCHEVAL                            ;FRANCHEVAL;CA CHARLEVILLE;0,6;;
08000;08180;LA FRANCHEVILLE                       ;LA FRANCHEVILLE;CA CHARLEVILLE;0,6;;
08290;08182;LE FRETY                              ;;;;;
08600;08183;FROMELENNES                           ;;;;;
08370;08184;FROMY                                 ;;;;;
08170;08185;FUMAY                                 ;;;;;
08240;08186;GERMONT                               ;;;;;
08440;08187;GERNELLE                              ;GERNELLE;CA CHARLEVILLE;0,6;;
08700;08188;GESPUNSART                            ;GESPUNSART;CA CHARLEVILLE;0,6;;
08260;08189;GIRONDELLE                            ;;;;;
08600;08190;GIVET                                 ;;;;;
08200;08191;GIVONNE                               ;GIVONNE;CA CHARLEVILLE;0,6;;
08220;08192;GIVRON                                ;;;;;
08130;08193;GIVRY                                 ;;;;;
08200;08194;GLAIRE                                ;GLAIRE;CA CHARLEVILLE;0,6;;
08190;08195;GOMONT                                ;;;;;
08270;08196;GRANDCHAMP                            ;;;;;
08250;08197;GRANDHAM                              ;;;;;
08250;08198;GRANDPRE                              ;;;;;
08700;08199;LA GRANDVILLE                         ;LA GRANDVILLE;CA CHARLEVILLE;0,6;;
08400;08200;GRIVY LOISY                           ;;;;;
08430;08201;GRUYERES                              ;;;;;
08230;08202;GUE D HOSSUS                          ;;;;;
08430;08203;GUIGNICOURT SUR VENCE                 ;;;;;
08130;08204;GUINCOURT                             ;;;;;
08430;08205;HAGNICOURT                            ;;;;;
08090;08206;HAM LES MOINES                        ;;;;;
08600;08207;HAM SUR MEUSE                         ;;;;;
08290;08208;HANNAPPES                             ;;;;;
08160;08209;HANNOGNE ST MARTIN                    ;HANNOGNE ST MARTIN;CA CHARLEVILLE;0,6;;
08220;08210;HANNOGNE ST REMY                      ;;;;;
08450;08211;HARAUCOURT                            ;;;;;
08150;08212;HARCY                                 ;;;;;
08170;08214;HARGNIES                              ;;;;;
08240;08215;HARRICOURT                            ;;;;;
08090;08216;HAUDRECY                              ;HAUDRECY;CA CHARLEVILLE;0,6;;
08800;08217;HAULME                                ;;;;;
08800;08218;LES HAUTES RIVIERES                   ;;;;;
08300;08219;HAUTEVILLE                            ;;;;;
08310;08220;HAUVINE                               ;;;;;
08170;08222;HAYBES                                ;;;;;
08370;08223;HERBEUVAL                             ;;;;;
08360;08225;HERPY L ARLESIENNE                    ;;;;;
08320;08226;HIERGES                               ;;;;;
08430;08228;LA HORGNE                             ;;;;;
08190;08229;HOUDILCOURT                           ;;;;;
08090;08230;HOULDIZY                              ;HOULDIZY;CA CHARLEVILLE;0,6;;
08200;08232;ILLY                                  ;ILLY;CA CHARLEVILLE;0,6;;
08240;08233;IMECOURT                              ;;;;;
08300;08234;INAUMONT                              ;;;;;
08440;08235;ISSANCOURT ET RUMEL                   ;ISSANCOURT ET RUMEL;CA CHARLEVILLE;0,6;;
08430;08236;JANDUN                                ;;;;;
08700;08237;JOIGNY SUR MEUSE                      ;;;;;
08130;08238;JONVAL                                ;;;;;
08310;08239;JUNIVILLE                             ;;;;;
08270;08240;JUSTINE HERBIGNY                      ;;;;;
08800;08242;LAIFOUR                               ;;;;;
08460;08243;LALOBBE                               ;;;;;
08130;08244;LAMETZ                                ;;;;;
08250;08245;LANCON                                ;;;;;
08240;08246;LANDRES ET ST GEORGES                 ;;;;;
08600;08247;LANDRICHAMPS                          ;;;;;
08430;08248;LAUNOIS SUR VENCE                     ;;;;;
08150;08249;LAVAL MORENCY                         ;;;;;
08310;08250;LEFFINCOURT                           ;;;;;
08150;08251;LEPRON LES VALLEES                    ;;;;;
08210;08252;LETANNE                               ;;;;;
08290;08254;LIART                                 ;;;;;
08110;08255;LINAY                                 ;;;;;
08400;08256;LIRY                                  ;;;;;
08150;08257;LOGNY BOGNY                           ;;;;;
08400;08259;LONGWE                                ;;;;;
08150;08260;LONNY                                 ;;;;;
08390;08261;LOUVERGNY                             ;;;;;
08300;08262;LUCQUY                                ;;;;;
08440;08263;LUMES                                 ;LUMES;CA CHARLEVILLE;0,6;;
08310;08264;MACHAULT                              ;;;;;
08140;08267;MAIRY                                 ;;;;;
08450;08268;MAISONCELLE ET VILLERS                ;;;;;
08370;08269;MALANDRY                              ;;;;;
08400;08271;MANRE                                 ;;;;;
08460;08272;MARANWEZ                              ;;;;;
08260;08273;MARBY                                 ;;;;;
08250;08274;MARCQ                                 ;;;;;
08370;08275;MARGNY                                ;;;;;
08370;08276;MARGUT                                ;;;;;
08290;08277;MARLEMONT                             ;;;;;
08390;08278;MARQUIGNY                             ;;;;;
08400;08279;MARS SOUS BOURCQ                      ;;;;;
08400;08280;MARVAUX VIEUX                         ;;;;;
08110;08281;MATTON ET CLEMENCY                    ;;;;;
08260;08282;MAUBERT FONTAINE                      ;;;;;
08430;08283;MAZERNY                               ;;;;;
08500;08284;LES MAZURES                           ;;;;;
08310;08286;MENIL ANNELLES                        ;;;;;
08310;08287;MENIL LEPINOIS                        ;;;;;
08270;08288;MESMONT                               ;;;;;
08110;08289;MESSINCOURT                           ;;;;;
08110;08291;MOGUES                                ;;;;;
08370;08293;MOIRY                                 ;;;;;
08140;08294;LA MONCELLE                           ;LA MONCELLE;CA CHARLEVILLE;0,6;;
08430;08295;MONDIGNY                              ;;;;;
08250;08296;MONTCHEUTIN                           ;;;;;
08090;08297;MONTCORNET                            ;;;;;
08090;08298;MONTCY NOTRE DAME                     ;MONTCY NOTRE DAME;CA CHARLEVILLE;0,6;;
08390;08300;LE MONT DIEU                          ;;;;;
08390;08301;MONTGON                               ;;;;;
08800;08302;MONTHERME                             ;;;;;
08400;08303;MONTHOIS                              ;;;;;
08170;08304;MONTIGNY SUR MEUSE                    ;;;;;
08430;08305;MONTIGNY SUR VENCE                    ;;;;;
08130;08306;MONT LAURENT                          ;;;;;
08220;08307;MONTMEILLANT                          ;;;;;
08400;08308;MONT ST MARTIN                        ;;;;;
08310;08309;MONT ST REMY                          ;;;;;
08250;08310;MOURON                                ;;;;;
08210;08311;MOUZON                                ;;;;;
08150;08312;MURTIN ET BOGNY                       ;;;;;
08300;08313;NANTEUIL SUR AISNE                    ;;;;;
08300;08314;NEUFLIZE                              ;;;;;
08460;08315;NEUFMAISON                            ;;;;;
08700;08316;NEUFMANIL                             ;NEUFMANIL;CA CHARLEVILLE;0,6;;
08450;08317;LA NEUVILLE A MAIRE                   ;;;;;
08380;08318;LA NEUVILLE AUX JOUTES                ;;;;;
08380;08319;NEUVILLE LEZ BEAULIEU                 ;;;;;
08310;08320;LA NEUVILLE EN TOURNE A FUY           ;;;;;
08130;08321;NEUVILLE DAY                          ;;;;;
08090;08322;NEUVILLE LES THIS                     ;;;;;
08270;08323;LA NEUVILLE LES WASIGNY               ;;;;;
08430;08324;NEUVIZY                               ;;;;;
08400;08325;NOIRVAL                               ;;;;;
08240;08326;NOUART                                ;;;;;
08160;08327;NOUVION SUR MEUSE                     ;NOUVION SUR MEUSE;CA CHARLEVILLE;0,6;;
08700;08328;NOUZONVILLE                           ;NOUZONVILLE;CA CHARLEVILLE;0,6;;
08270;08329;NOVION PORCIEN                        ;;;;;
08300;08330;NOVY CHEVRIERES                       ;;;;;
08350;08331;NOYERS PONT MAUGIS                    ;NOYERS PONT MAUGIS;CA CHARLEVILLE;0,6;;
08240;08332;OCHES                                 ;;;;;
08250;08333;OLIZY PRIMAT                          ;;;;;
08450;08334;OMICOURT                              ;;;;;
08430;08335;OMONT                                 ;;;;;
08110;08336;OSNES                                 ;;;;;
08310;08338;PAUVRES                               ;;;;;
08300;08339;PERTHES                               ;;;;;
08190;08340;POILCOURT SYDNEY                      ;;;;;
08430;08341;POIX TERRON                           ;;;;;
08140;08342;POURU AUX BOIS                        ;POURU AUX BOIS;CA CHARLEVILLE;0,6;;
08140;08343;POURU ST REMY                         ;POURU ST REMY;CA CHARLEVILLE;0,6;;
08290;08344;PREZ                                  ;;;;;
08000;08346;PRIX LES MEZIERES                     ;PRIX LES MEZIERES;CA CHARLEVILLE;0,6;;
08370;08347;PUILLY ET CHARBEAUX                   ;;;;;
08270;08348;PUISEUX                               ;;;;;
08110;08349;PURE                                  ;;;;;
08400;08350;QUATRE CHAMPS                         ;;;;;
08400;08351;QUILLY                                ;;;;;
08430;08352;RAILLICOURT                           ;;;;;
08600;08353;RANCENNES                             ;;;;;
08450;08354;RAUCOURT ET FLABA                     ;;;;;
08230;08355;REGNIOWEZ                             ;;;;;
08220;08356;REMAUCOURT                            ;;;;;
08450;08357;REMILLY AILLICOURT                    ;;;;;
08150;08358;REMILLY LES POTHEES                   ;;;;;
08220;08360;RENNEVILLE                            ;;;;;
08150;08361;RENWEZ                                ;;;;;
08300;08362;RETHEL                                ;;;;;
08500;08363;REVIN                                 ;;;;;
08130;08364;RILLY SUR AISNE                       ;;;;;
08150;08365;RIMOGNE                               ;;;;;
08220;08366;ROCQUIGNY                             ;;;;;
08230;08367;ROCROI                                ;;;;;
08190;08368;ROIZY                                 ;;;;;
08220;08369;LA ROMAGNE                            ;;;;;
08150;08370;ROUVROY SUR AUDRY                     ;;;;;
08140;08371;RUBECOURT ET LAMECOURT                ;RUBECOURT ET LAMECOURT;CA CHARLEVILLE;0,6;;
08220;08372;RUBIGNY                               ;;;;;
08290;08373;RUMIGNY                               ;;;;;
08130;08374;LA SABOTTERIE                         ;;;;;
08110;08375;SACHY                                 ;;;;;
08110;08376;SAILLY                                ;;;;;
08350;08377;ST AIGNAN                             ;ST AIGNAN;CA CHARLEVILLE;0,6;;
08310;08378;ST CLEMENT A ARNES                    ;;;;;
08310;08379;ST ETIENNE A ARNES                    ;;;;;
08360;08380;ST FERGEUX                            ;;;;;
08190;08381;ST GERMAINMONT                        ;;;;;
08220;08382;ST JEAN AUX BOIS                      ;;;;;
08250;08383;ST JUVIN                              ;;;;;
08130;08384;ST LAMBERT ET MONT DE JEUX            ;;;;;
08090;08385;ST LAURENT                            ;ST LAURENT;CA CHARLEVILLE;0,6;;
08300;08386;ST LOUP EN CHAMPAGNE                  ;;;;;
08130;08387;ST LOUP TERRIER                       ;;;;;
08160;08388;ST MARCEAU                            ;;;;;
08460;08389;ST MARCEL                             ;;;;;
08400;08390;STE MARIE                             ;;;;;
08200;08391;ST MENGES                             ;ST MENGES;CA CHARLEVILLE;0,6;;
08400;08392;ST MOREL                              ;;;;;
08310;08393;ST PIERRE A ARNES                     ;;;;;
08240;08394;ST PIERREMONT                         ;;;;;
08430;08395;ST PIERRE SUR VENCE                   ;;;;;
08220;08396;ST QUENTIN LE PETIT                   ;;;;;
08300;08397;ST REMY LE PETIT                      ;;;;;
08130;08398;STE VAUBOURG                          ;;;;;
08370;08399;SAPOGNE SUR MARCHE                    ;;;;;
08160;08400;SAPOGNE ET FEUCHERES                  ;SAPOGNE ET FEUCHERES;CA CHARLEVILLE;0,6;;
08130;08401;SAULCES CHAMPENOISES                  ;;;;;
08270;08402;SAULCES MONCLIN                       ;;;;;
08300;08403;SAULT LES RETHEL                      ;;;;;
08190;08404;SAULT ST REMY                         ;;;;;
08390;08405;SAUVILLE                              ;;;;;
08400;08406;SAVIGNY SUR AISNE                     ;;;;;
08250;08407;SECHAULT                              ;;;;;
08150;08408;SECHEVAL                              ;SECHEVAL;CA CHARLEVILLE;0,6;;
08200;08409;SEDAN                                 ;SEDAN;CA CHARLEVILLE;0,6;;
08400;08410;SEMIDE                                ;;;;;
08130;08411;SEMUY                                 ;;;;;
08250;08412;SENUC                                 ;;;;;
08220;08413;SERAINCOURT                           ;;;;;
08270;08415;SERY                                  ;;;;;
08300;08416;SEUIL                                 ;;;;;
08230;08417;SEVIGNY LA FORET                      ;;;;;
08220;08418;SEVIGNY WALEPPE                       ;;;;;
08460;08419;SIGNY L ABBAYE                        ;;;;;
08380;08420;SIGNY LE PETIT                        ;;;;;
08370;08421;SIGNY MONTLIBERT                      ;;;;;
08430;08422;SINGLY                                ;;;;;
08240;08424;SOMMAUTHE                             ;;;;;
08250;08425;SOMMERANCE                            ;;;;;
08300;08426;SON                                   ;;;;;
08300;08427;SORBON                                ;;;;;
08270;08428;SORCY BAUTHEMONT                      ;;;;;
08150;08429;SORMONNE                              ;;;;;
08390;08430;STONNE                                ;;;;;
08400;08431;SUGNY                                 ;;;;;
08090;08432;SURY                                  ;;;;;
08130;08433;SUZANNE                               ;;;;;
08390;08434;SY                                    ;;;;;
08300;08435;TAGNON                                ;;;;;
08230;08436;TAILLETTE                             ;;;;;
08240;08437;TAILLY                                ;;;;;
08360;08438;TAIZY                                 ;;;;;
08390;08439;TANNAY                                ;;;;;
08380;08440;TARZY                                 ;;;;;
08250;08441;TERMES                                ;;;;;
08400;08443;TERRON SUR AISNE                      ;;;;;
08110;08444;TETAIGNE                              ;;;;;
08350;08445;THELONNE                              ;THELONNE;CA CHARLEVILLE;0,6;;
08240;08446;THENORGUES                            ;;;;;
08800;08448;THILAY                                ;;;;;
08460;08449;THIN LE MOUTIER                       ;;;;;
08090;08450;THIS                                  ;;;;;
08190;08451;LE THOUR                              ;;;;;
08300;08452;THUGNY TRUGNY                         ;;;;;
08400;08453;TOGES                                 ;;;;;
08430;08454;TOULIGNY                              ;;;;;
08400;08455;TOURCELLES CHAUMONT                   ;;;;;
08800;08456;TOURNAVAUX                            ;;;;;
08090;08457;TOURNES                               ;TOURNES;CA CHARLEVILLE;0,6;;
08130;08458;TOURTERON                             ;;;;;
08110;08459;TREMBLOIS LES CARIGNAN                ;;;;;
08150;08460;TREMBLOIS LES ROCROI                  ;;;;;
08400;08461;VANDY                                 ;;;;;
08130;08462;VAUX CHAMPAGNE                        ;;;;;
08240;08463;VAUX EN DIEULET                       ;;;;;
08250;08464;VAUX LES MOURON                       ;;;;;
08220;08465;VAUX LES RUBIGNY                      ;;;;;
08210;08466;VAUX LES MOUZON                       ;;;;;
08270;08467;VAUX MONTREUIL                        ;;;;;
08150;08468;VAUX VILLAINE                         ;;;;;
08160;08469;VENDRESSE                             ;;;;;
08240;08470;VERPEL                                ;;;;;
08390;08471;VERRIERES                             ;;;;;
08270;08472;VIEL ST REMY                          ;;;;;
08190;08473;VIEUX LES ASFELD                      ;;;;;
08140;08475;VILLERS CERNAY                        ;VILLERS CERNAY;CA CHARLEVILLE;0,6;;
08190;08476;VILLERS DEVANT LE THOUR               ;;;;;
08210;08477;VILLERS DEVANT MOUZON                 ;;;;;
08430;08478;VILLERS LE TILLEUL                    ;;;;;
08430;08479;VILLERS LE TOURNEUR                   ;;;;;
08000;08480;VILLERS SEMEUSE                       ;VILLERS SEMEUSE;CA CHARLEVILLE;0,6;;
08350;08481;VILLERS SUR BAR                       ;VILLERS SUR BAR;CA CHARLEVILLE;0,6;;
08430;08482;VILLERS SUR LE MONT                   ;;;;;
08440;08483;VILLE SUR LUMES                       ;VILLE SUR LUMES;CA CHARLEVILLE;0,6;;
08310;08484;VILLE SUR RETOURNE                    ;;;;;
08370;08485;VILLY                                 ;;;;;
08320;08486;VIREUX MOLHAIN                        ;;;;;
08320;08487;VIREUX WALLERAND                      ;;;;;
08440;08488;VIVIER AU COURT                       ;VIVIER AU COURT;CA CHARLEVILLE;0,6;;
08400;08489;VONCQ                                 ;;;;;
08400;08490;VOUZIERS                              ;;;;;
08330;08491;VRIGNE AUX BOIS                       ;VRIGNE AUX BOIS;CA CHARLEVILLE;0,6;;
08350;08492;VRIGNE MEUSE                          ;VRIGNE MEUSE;CA CHARLEVILLE;0,6;;
08400;08493;VRIZY                                 ;;;;;
08200;08494;WADELINCOURT                          ;WADELINCOURT;CA CHARLEVILLE;0,6;;
08270;08496;WAGNON                                ;;;;;
08000;08497;WARCQ                                 ;WARCQ;CA CHARLEVILLE;0,6;;
08090;08498;WARNECOURT                            ;;;;;
08270;08499;WASIGNY                               ;;;;;
08270;08500;WIGNICOURT                            ;;;;;
08110;08501;WILLIERS                              ;;;;;
08210;08502;YONCQ                                 ;;;;;
08430;08503;YVERNAUMONT                           ;;;;;
09240;09001;AIGUES JUNTES                         ;;;;;
09600;09002;AIGUES VIVES                          ;;;;;
09300;09003;L AIGUILLON                           ;;;;;
09310;09004;ALBIES                                ;;;;;
09320;09005;ALEU                                  ;;;;;
09400;09006;ALLIAT                                ;;;;;
09240;09007;ALLIERES                              ;;;;;
09200;09008;ALOS                                  ;;;;;
09240;09009;ALZEN                                 ;;;;;
09800;09011;ANTRAS                                ;;;;;
09250;09012;APPY                                  ;;;;;
09000;09013;ARABAUX                               ;;;;;
09800;09014;ARGEIN                                ;;;;;
09400;09015;ARIGNAC                               ;;;;;
09400;09016;ARNAVE                                ;;;;;
09800;09017;ARRIEN EN BETHMALE                    ;;;;;
09800;09018;ARROUT                                ;;;;;
09130;09019;ARTIGAT                               ;;;;;
09460;09020;ARTIGUES                              ;;;;;
09120;09021;ARTIX                                 ;;;;;
09100;09022;ARVIGNA                               ;;;;;
09110;09023;ASCOU                                 ;;;;;
09310;09024;ASTON                                 ;;;;;
09800;09025;AUCAZEIN                              ;;;;;
09800;09026;AUDRESSEIN                            ;;;;;
09800;09027;AUGIREIN                              ;;;;;
09310;09028;AULOS                                 ;;;;;
09140;09029;AULUS LES BAINS                       ;;;;;
09220;09030;AUZAT                                 ;;;;;
09250;09031;AXIAT                                 ;;;;;
09110;09032;AX LES THERMES                        ;;;;;
09230;09033;BAGERT                                ;;;;;
09800;09034;BALACET                               ;;;;;
09800;09035;BALAGUERES                            ;;;;;
09230;09037;BARJAC                                ;;;;;
09350;09038;LA BASTIDE DE BESPLAS                 ;;;;;
09500;09039;LA BASTIDE DE BOUSIGNAC               ;;;;;
09700;09040;LA BASTIDE DE LORDAT                  ;;;;;
09160;09041;LA BASTIDE DU SALAT                   ;;;;;
09240;09042;LA BASTIDE DE SEROU                   ;;;;;
09600;09043;LA BASTIDE SUR L HERS                 ;;;;;
09000;09044;BAULOU                                ;;;;;
09400;09045;BEDEILHAC ET AYNAT                    ;;;;;
09230;09046;BEDEILLE                              ;;;;;
09300;09047;BELESTA                               ;;;;;
09600;09048;BELLOC                                ;;;;;
09000;09049;BENAC                                 ;;;;;
09100;09050;BENAGUES                              ;;;;;
09300;09051;BENAIX                                ;;;;;
09500;09052;BESSET                                ;;;;;
09250;09053;BESTIAC                               ;;;;;
09160;09054;BETCHAT                               ;;;;;
09800;09055;BETHMALE                              ;;;;;
09100;09056;BEZAC                                 ;;;;;
09320;09057;BIERT                                 ;;;;;
09400;09058;BOMPAS                                ;;;;;
09800;09059;BONAC IRAZEIN                         ;;;;;
09100;09060;BONNAC                                ;;;;;
09350;09061;LES BORDES SUR ARIZE                  ;;;;;
09800;09062;LES BORDES SUR LEZ                    ;;;;;
